Iteration,Bxs_100Hz,Bys_100Hz,Bzs_100Hz
0,1144.378224583407,1998.5831604805796,30895.54907984895
1,1212.8886120913974,2084.5579729265833,31080.633265748194
2,1053.2136403099014,2026.9775575663853,31243.470071049363
3,1082.9905462688093,2183.5608567819622,31428.992568197657
4,1209.9522056463472,2141.252358490061,31806.196876163976
5,1161.8332899026395,2292.697426943246,31956.360656225042
6,1054.8249485754511,2192.228825590347,32262.367517812883
7,1169.449110600439,2210.3092431466494,32400.94739517355
8,1195.2729879694689,2284.876531412439,32469.80381124028
9,1113.3553240399863,2242.703136962384,32762.820913909156
10,1133.010649102287,2394.4882504061325,33024.66529700952
11,1130.8888066287398,2361.508597804718,33216.36974154263
12,1215.5210176508756,2451.554935192528,33412.47938787212
13,1218.970612868562,2303.596270192815,33599.6683831119
14,1246.655857919443,2270.950600061617,33708.16171700259
15,1266.0692555077842,2365.8231677929666,33859.829904332306
16,1175.9993811572783,2207.514662756635,31907.526025180036
17,1201.4855152099906,2378.287384111079,34296.987963170715
18,1282.8072466730523,2258.8597178948107,32103.853875903915
19,1123.3850891255631,2410.0374439642515,34664.714233591076
20,1183.0440091128248,2296.908884570352,32278.32106606001
21,1354.6825258871886,2383.8724919134547,34946.74755919304
22,1262.6413490967832,2386.4382203493037,34995.647792728145
23,1245.547055408111,2322.842781735377,32761.469529258906
24,1238.2389267439387,2488.4425155540835,35243.766726183676
25,1364.4639988650758,2458.4904917671065,35509.12219675854
26,1336.400841764856,2552.3024262948734,35517.15145904953
27,1180.0447530094686,2419.4563757697965,33373.81667734873
28,1253.6056157090086,2381.980786481842,33405.34279854205
29,1420.5560711009248,2514.897814129315,35861.1498685051
30,1374.6374491071178,2480.269493490429,36031.20320064036
31,1310.0186054495887,2508.0070321240655,36064.05795271771
32,1391.0168829068846,2469.6747731251753,36292.89033192741
33,1400.6895465602192,2648.438400734124,36356.76763469259
34,1327.4034022434892,2651.4386871999263,36496.99837133229
35,1325.7105784205098,2626.948211137847,36465.20776143233
36,1276.6266409564744,2390.6783690592915,34241.939800095024
37,1307.8876845504194,2647.3141459957355,36820.48793249727
38,1261.0855427056151,2306.453987322661,34462.81803629894
39,1277.1784261356127,2607.3362427206544,36959.06770742835
40,1261.8807606112375,2474.4331601131576,37155.67887489496
41,1485.1812191611043,2645.8873057620754,37221.03271713438
42,1331.563750343563,2620.497004563612,37381.65587241389
43,1381.9662664306393,2584.071566016877,37440.48107938712
44,1357.5223300094387,2576.2525022730297,37560.293392922664
45,1466.9367972073162,2607.1420081148954,37706.69189224929
46,1214.906560379027,2467.9136106192636,35129.3207121503
47,1335.4358206905383,2714.8147873026473,37807.28278148246
48,1533.7169782419808,2618.5514962505877,38012.86605091501
49,1321.8746056126054,2509.281633717088,35549.36849803515
50,1432.9696840740423,2690.5610364061135,38191.025849389924
51,1286.4876776266394,2594.8320096644757,38267.74164295952
52,1385.7576513826987,2636.743232616769,38332.32513647271
53,1449.7331562202803,2677.788742444243,38368.23774434561
54,1390.7781560003461,2544.0948958451163,35764.575518904196
55,1411.358726518952,2625.6553794700253,38725.9831392018
56,1441.6931734222403,2634.2383722844384,38803.337868769406
57,1465.301297765883,2720.313871306738,38788.512515635586
58,1442.1454246099454,2703.3963260705345,38896.59110854182
59,1414.9917843258165,2674.458720181085,38975.285611723644
60,1423.8636828479307,2665.9176575789043,39067.31592282666
61,1392.7984518279106,2660.387050159003,39076.24994924658
62,1438.8934147037496,2742.124832271576,39219.30858031925
63,1488.0248464714932,2720.588965929343,39336.55728764378
64,1465.6386756273405,2710.6745605594524,39415.11571795486
65,1493.5286961544155,2804.2217515046086,39451.05835993732
66,1331.7527412921957,2529.4887377948507,36910.425245826766
67,1470.6091226295694,2697.434006641211,39618.406115804624
68,1377.010287050472,2702.038642020943,39683.090679222165
69,1495.24795644297,2622.122122847929,39734.05339366058
70,1522.6529805087469,2797.115706443436,39806.70540700699
71,1545.837561026635,2819.4948628310203,39872.551003626395
72,1571.4444565753438,2813.2495339815923,39922.41726605906
73,1410.273333329215,2731.3613644059815,40023.02362822443
74,1493.1308605043573,2771.9724727411894,39990.62239375974
75,1476.5070505714418,2663.1262291599455,40097.308620621494
76,1459.6517378022256,2802.4776324938557,40119.0837014343
77,1506.2969496572389,2769.697225144536,40225.34392873148
78,1546.9902946543914,2927.8023371677227,40274.24006978399
79,1455.2251295890626,2782.0651726075816,40326.254716763404
80,1464.164643957875,2863.0363709536414,40453.67808880442
81,1498.3619085733235,2812.752810239773,40637.07886457631
82,1463.2337293468802,2795.5927366953038,40611.6282834234
83,1494.2521619894098,2855.1072093950843,40617.06906053071
84,1479.581047358808,2825.240240016179,40664.33223318114
85,1425.3665620465908,2814.491546774878,40763.483188857004
86,1429.2859800269605,2627.0315680573144,38175.328254895656
87,1534.6283096424152,2857.9454272058138,40780.87306093361
88,1495.8226865438983,2646.884022985597,38165.610586976116
89,1530.9009002432767,3037.5596318437974,40953.12240911925
90,1470.0475411076975,2896.753105981296,40977.74169606789
91,1490.264415364617,2872.53828925865,40951.35386346787
92,1350.146197552333,2603.9268790299598,38216.746743732736
93,1496.6079753217637,2898.3035415403724,41084.94373580394
94,1599.1004578154432,2913.9287505075454,41193.28959148381
95,1524.449105759618,2872.368197764284,41200.22320418948
96,1536.9223822021906,2989.344606973469,41217.919494431306
97,1600.4671259608112,2901.4425124079467,41345.27332426949
98,1422.5949078828717,2745.565211571495,38504.45743679472
99,1506.587470679541,2924.2949163740395,41431.08603990118
100,1602.1983330338514,2805.3354581682697,41411.166307802625
101,1568.1040634183087,2682.3487813280913,38740.56721940477
102,1473.0120026786894,3008.830606889206,41457.03262493809
103,1639.289219752972,2982.545700664282,41468.80449028461
104,1509.457971618281,2902.6144166418067,41611.83302358375
105,1555.2693038259615,2939.2392470024556,41563.200181554406
106,1663.0260775046427,2810.958344460746,41637.424681686585
107,1574.6554320298292,2840.759076042366,41706.15528844685
108,1548.617345341114,2912.73496815124,41693.721835977216
109,1626.3223428718784,2903.3023401004784,41808.23009009732
110,1521.7823686411277,2857.7875058617205,41831.27438262977
111,1524.116876764965,2963.559714587595,41840.422537734965
112,1574.4404379690814,2838.669565756058,41856.52624879638
113,1532.0273061721,2891.6450189463367,41893.25429271144
114,1444.4034845558874,2857.0855339301543,41862.5246305403
115,1575.2326551011683,2837.78182904869,42141.59395971653
116,1705.103179042887,2851.803014268675,42028.17816119472
117,1551.4610285189447,2947.300251305123,42116.27825842463
118,1633.5417487144298,2705.729606586851,42226.91508120657
119,1555.9873868233813,2925.8395068834075,42204.92810594045
120,1518.8747446859966,2923.199614326918,42184.794956556594
121,1558.5395707448185,2928.148341754249,42332.3846815209
122,1685.9736299650294,2848.786691387823,42214.959475056035
123,1634.380208094074,2941.7631855401096,42215.52094510049
124,1672.8663386570659,2899.9503963271736,42450.83081193964
125,1607.8513883212443,3007.8487564212855,42382.85592974449
126,1647.5280389858651,2817.0898861858705,42363.21777676655
127,1525.1277104526782,2853.355263950209,42528.48483852407
128,1588.322355397819,2953.343668888024,42433.283246322084
129,1513.2529044288801,2971.6632607147776,42561.187593079216
130,1518.0413128793348,2917.0626118317427,42517.52511576076
131,1583.4723578901203,2924.65392050427,42666.33371643747
132,1617.4232052287523,2858.8097368353683,42635.76744275965
133,1636.68721672006,3040.7764102953474,42698.155781879235
134,1652.6457730894938,2986.7189836042335,42722.450600137156
135,1571.599001854921,3010.066507831813,42828.31723763416
136,1553.8100573902952,2928.363879691145,42774.413875985556
137,1702.6003363308412,2929.7175062444776,42761.179603402066
138,1555.62974684512,2959.1261353090313,42824.7341227412
139,1507.8775084466906,3034.4762087622807,42930.249509350826
140,1472.9884754584252,2965.8015364251723,43049.486871392175
141,1526.5109981185165,2919.739522690373,42892.471387684614
142,1466.4568683287287,2961.472730431026,43030.566896879805
143,1612.8434463595759,2980.761785711889,43036.323398070235
144,1437.8862451318391,2864.36868822439,40146.304604856035
145,1667.7028053490058,3082.74474253887,42989.800552782064
146,1613.623443209319,3073.420476488681,43100.110979467085
147,1651.1545418508583,3076.5648088575026,43112.358891267606
148,1489.2330867374112,2751.1119051929772,40302.7518406287
149,1547.2982429226636,2918.1218155220117,43182.560171974816
150,1455.5909392116114,2815.9896322755812,40401.96081596654
151,1660.0739614568029,2978.1352986832317,43145.313814118505
152,1538.1359552717277,3091.1041799467494,43143.51191616208
153,1513.9560446101161,2794.407491432554,40517.2771980067
154,1661.4113710125844,3073.527803737012,43247.253714825856
155,1473.6143814207494,2799.871545128206,40291.55519306501
156,1684.885918899906,3034.5663248081382,43385.056214761775
157,1453.3323549845838,2899.2156826999885,43418.40103236151
158,1542.420063495143,3070.060137968611,43394.39001491711
159,1575.5522859056946,3091.124522483286,43487.15510182861
160,1558.6412928358661,3007.5157590895583,43418.73771320253
161,1646.4308397188809,3091.64778837136,43467.10175477348
162,1512.1597404457661,2774.0337167942125,40551.99855055547
163,1614.7175497088358,3092.904494199561,43436.63612145508
164,1548.1465080034816,3118.8072298835814,43433.20223014911
165,1652.6157336151932,3001.719133732411,43554.51784683002
166,1596.993315206405,3108.7114014833096,43536.7176203392
167,1606.15703509612,3091.141012528154,43466.56520482819
168,1631.0680415377399,2967.8187433176313,43485.32715212251
169,1560.3969830705776,3094.5695249337805,43667.986246920605
170,1559.8775252218736,2988.1486574426217,43661.27751356528
171,1557.238938916513,3034.8431700874903,43512.99405880234
172,1708.2739052241195,3043.138077687289,43637.29101610393
173,1626.1834252876442,3127.2951226401196,43641.20357416776
174,1619.4434515944893,3052.0015789570075,43705.84920146636
175,1619.4309167032714,3011.747877605878,43719.6590590905
176,1615.9179755545047,3081.3179795475185,43740.318207826625
177,1486.1033337919207,3145.5485295895037,43734.853218157135
178,1556.9242717963282,3001.2033058456655,43609.34249968881
179,1594.5519726632906,2965.216105339474,43658.81734086507
180,1603.8756798638362,3043.8086323100056,43790.46550094698
181,1679.5578812443146,3104.549558013118,43692.6974081821
182,1639.8065260110948,3085.9396658554874,43701.52973434064
183,1569.575734432254,2946.6982446640463,43755.41914777168
184,1643.650958273023,2959.1230288131496,43637.08837536356
185,1566.9781808141954,3061.988495987463,43733.57101397022
186,1627.2124458042697,2990.718999131492,43823.53629096236
187,1621.2486672737798,3129.9061990632867,43704.53277571907
188,1636.5772985263636,3008.731127329973,43827.77801763504
189,1673.5207318596838,3067.550489711944,43869.93179974811
